Depth (ft),Core,Mg,Al,Si,P,S,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE
8441,16,1.93,1.99,20.86,0.0537,0.5074,0.2768,21.57,0.1604,0.0117,0.0104,0.0145,1.5012,ND,0.0049,0.0016,0.0048,0.0006,0.0007,0.0030,0.0426,0.0017,0.0052,0.0006,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,0.0010,ND,51.04
8442,16,1.33,2.06,17.82,0.0418,1.4194,0.3456,23.05,0.1610,0.0199,0.0082,0.0135,1.7410,ND,0.0035,0.0029,0.0040,0.0004,0.0009,0.0032,0.0452,0.0014,0.0054,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0013,ND,51.92
8442,16,1.20,0.50,8.62,ND,0.3282,ND,37.29,0.0676,0.0154,ND,0.0160,0.7627,ND,ND,0.0011,0.0023,0.0004,0.0003,0.0007,0.0532,0.0009,0.0023,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0014,ND,51.13
8443,16,0.89,0.34,2.76,ND,0.1440,ND,42.72,0.0749,0.0176,0.0077,0.0245,0.7410,ND,ND,0.0019,0.0020,ND,0.0003,0.0003,0.0488,0.0006,0.0015,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,52.22
8443,16,1.41,0.28,1.67,ND,0.0908,ND,43.65,0.0553,0.0212,ND,0.0253,0.7312,ND,ND,0.0011,0.0019,ND,ND,ND,0.0495,0.0004,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,ND,0.0013,ND,52.01
8444,16,1.54,0.38,2.46,ND,0.1546,ND,42.93,0.0474,0.0183,ND,0.0138,0.4854,ND,ND,0.0015,0.0017,ND,0.0002,0.0003,0.0569,0.0005,0.0016,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0016,ND,51.90
8444,16,0.97,0.35,5.53,ND,0.1965,ND,40.78,0.0512,0.0157,ND,0.0193,0.8996,ND,ND,0.0014,0.0021,0.0003,ND,0.0003,0.0647,0.0007,0.0018,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,51.11
8445,16,ND,1.06,10.18,ND,0.6743,ND,36.59,0.0592,ND,0.0079,0.0147,1.4981,ND,0.0016,0.0015,0.0024,0.0004,0.0006,ND,0.0769,0.0023,0.0023,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,49.83
8445,16,1.52,6.03,34.15,ND,1.4037,1.7171,0.56,0.3132,0.0163,0.0241,0.0130,2.0197,ND,0.0119,0.0045,0.0178,0.0006,0.0023,0.0108,0.0151,0.0010,0.0105,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0016,ND,ND,ND,52.15
8446,16,1.93,6.19,30.09,ND,3.2989,1.8030,1.00,0.3324,0.0286,0.0183,0.0180,2.8569,ND,0.0075,0.0053,0.0148,0.0010,0.0015,0.0124,0.0278,0.0008,0.0120,0.0023,0.0007,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,52.34
8446,16,1.58,4.97,31.17,ND,1.1192,1.2814,4.29,0.2977,0.0221,0.0204,0.0135,2.4208,ND,0.0096,0.0040,0.0106,0.0012,0.0020,0.0090,0.0169,0.0012,0.0118,0.0020,0.0010,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0013,ND,52.75
8447,16,1.15,1.26,14.31,1.9349,0.3560,0.0750,29.46,0.1091,0.0237,0.0134,0.0164,1.1464,ND,0.0041,0.0020,0.0053,0.0005,0.0006,0.0013,0.1103,0.0076,0.0043,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0014,0.0008,50.01
8447,16,1.39,2.90,19.57,ND,0.8209,0.2707,22.82,0.1403,0.0237,0.0074,0.0204,2.0371,ND,0.0054,0.0026,0.0110,0.0006,0.0009,0.0023,0.1178,0.0021,0.0060,0.0010,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,0.0027,ND,49.84
8448,16,1.68,2.75,21.58,0.0741,0.7251,0.3784,21.84,0.1607,0.0155,0.0109,0.0171,2.3148,ND,0.0057,0.0024,0.0050,0.0005,0.0011,0.0029,0.0567,0.0018,0.0066,0.0006,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,0.0013,ND,48.38
8448,16,1.70,4.42,31.79,ND,1.3945,0.9886,5.83,0.2675,0.0256,0.0195,0.0192,2.9806,ND,0.0105,0.0051,0.0077,0.0010,0.0022,0.0057,0.0245,0.0018,0.0096,0.0013,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,50.48
8449,16,1.54,2.41,20.15,0.1575,0.9795,0.3802,20.31,0.1924,0.0178,0.0132,0.0166,2.3864,ND,0.0076,0.0031,0.0074,0.0008,0.0016,0.0034,0.0409,0.0018,0.0072,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0007,ND,0.0012,ND,51.36
8449,16,1.04,1.43,23.58,0.0296,0.3586,0.1475,20.86,0.1263,0.0220,0.0128,0.0127,1.3335,ND,0.0062,0.0023,0.0065,0.0004,0.0011,0.0019,0.0370,0.0012,0.0038,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,50.98
8450,16,1.38,2.75,21.58,0.1710,0.4803,0.2946,22.68,0.1316,0.0188,0.0115,0.0170,1.5211,ND,0.0047,0.0026,0.0053,0.0006,0.0010,0.0021,0.0508,0.0012,0.0047,ND,ND,ND,ND,ND,ND,0.0017,ND,0.0007,ND,0.0013,ND,48.89
8450,16,1.08,1.06,14.49,ND,0.2550,0.0617,30.59,0.0809,0.0139,0.0101,0.0163,1.5834,ND,0.0047,0.0017,0.0068,0.0004,0.0008,0.0011,0.0527,0.0012,0.0032,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0016,ND,50.68
8451,16,0.95,0.19,44.82,ND,0.1380,ND,1.14,0.0258,0.0096,0.0041,0.0031,0.4442,ND,ND,ND,ND,ND,0.0002,0.0002,0.0034,0.0003,0.0010,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,ND,ND,0.0005,52.26
8451,16,1.63,4.54,30.01,0.0738,0.9037,0.9184,7.17,0.2854,0.0219,0.0201,0.0147,2.0720,ND,0.0073,0.0045,0.0065,0.0007,0.0021,0.0063,0.0244,0.0016,0.0111,0.0014,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,ND,ND,52.27
8452,16,1.68,3.09,20.49,ND,1.0023,0.5292,19.08,0.2208,0.0248,0.0125,0.0203,2.1477,ND,0.0064,0.0031,0.0046,0.0007,0.0015,0.0045,0.0343,0.0009,0.0083,0.0010,ND,ND,ND,ND,ND,ND,0.0005,0.0010,ND,0.0013,ND,51.64
8452,16,0.89,0.57,6.76,ND,0.1981,ND,38.83,0.0805,0.0213,ND,0.0172,0.9169,ND,ND,0.0010,0.0021,0.0003,0.0005,0.0006,0.0579,0.0009,0.0022,ND,ND,ND,ND,ND,ND,0.0017,ND,0.0005,ND,0.0018,ND,51.65
8453,16,1.38,0.51,4.65,ND,0.1014,ND,40.80,0.0674,0.0157,0.0057,0.0219,0.7954,ND,ND,ND,0.0022,0.0005,0.0003,0.0005,0.0585,0.0007,0.0020,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,0.0015,ND,51.58
8453,16,1.07,1.10,6.54,ND,0.2800,0.0340,38.64,0.0702,0.0188,0.0074,0.0185,1.1381,ND,ND,0.0010,0.0025,0.0005,0.0003,0.0007,0.0598,0.0007,0.0024,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0022,ND,51.02
8454,16,1.35,0.93,8.87,0.0336,0.3760,0.0431,36.24,0.0881,ND,0.0076,0.0204,1.4664,ND,0.0019,0.0018,0.0018,ND,0.0004,0.0010,0.0644,0.0011,0.0025,0.0006,ND,ND,ND,ND,ND,ND,0.0007,0.0007,ND,0.0017,ND,50.49
8454,16,1.42,6.99,28.49,ND,3.5366,2.0249,1.59,0.3333,0.0370,0.0230,0.0135,3.0666,ND,0.0108,0.0059,0.0119,0.0017,0.0029,0.0141,0.0158,0.0011,0.0112,0.0020,0.0003,ND,ND,ND,ND,ND,0.0004,0.0018,ND,0.0010,ND,52.39
8455,16,1.67,0.20,36.09,ND,0.2967,ND,6.97,0.0250,ND,ND,0.0067,1.4275,ND,ND,ND,0.0006,ND,ND,0.0002,0.0088,0.0006,0.0006,ND,ND,ND,ND,ND,ND,ND,ND,0.0003,ND,ND,ND,53.30
8455,16,1.73,7.43,31.90,ND,2.1027,2.0122,0.49,0.3869,0.0349,0.0255,0.0135,3.2726,ND,0.0087,0.0042,0.0331,0.0014,0.0025,0.0132,0.0234,0.0018,0.0150,0.0023,ND,ND,ND,ND,ND,ND,ND,0.0016,ND,ND,ND,50.49
8456,16,1.37,6.96,29.54,0.1103,2.5360,1.9865,1.41,0.3618,0.0307,0.0192,0.0176,3.7619,ND,0.0112,0.0045,0.0209,0.0018,0.0019,0.0131,0.0210,0.0022,0.0121,0.0023,0.0004,ND,ND,ND,ND,ND,0.0006,0.0017,ND,0.0012,ND,51.80
8456,16,1.52,6.13,29.05,ND,2.9306,1.8102,3.68,0.3118,0.0306,0.0183,0.0185,2.9556,ND,0.0074,0.0037,0.0057,0.0009,0.0014,0.0130,0.0252,0.0015,0.0102,0.0019,0.0004,ND,ND,ND,ND,ND,0.0004,0.0016,ND,ND,ND,51.48
8457,16,1.22,6.00,29.39,1.3311,1.9733,1.6974,3.62,0.3155,0.0299,0.0204,0.0185,3.0256,ND,0.0105,0.0042,0.0027,0.0014,0.0016,0.0122,0.0343,0.0107,0.0100,0.0014,0.0013,ND,ND,ND,ND,ND,ND,0.0016,ND,0.0014,0.0019,51.26
8457,16,1.47,6.96,32.40,ND,1.9038,2.0407,0.16,0.3471,0.0241,0.0182,0.0164,2.9505,ND,0.0092,0.0044,0.0087,0.0008,0.0014,0.0137,0.0252,0.0013,0.0107,0.0020,ND,ND,ND,ND,ND,0.0017,ND,0.0015,ND,ND,ND,51.62
8458,16,1.48,6.96,33.52,ND,1.9522,2.0698,0.07,0.3099,0.0242,0.0149,0.0165,2.8986,ND,0.0095,0.0038,0.0138,0.0006,0.0010,0.0141,0.0285,0.0013,0.0095,0.0018,ND,ND,ND,ND,ND,0.0013,ND,0.0016,ND,ND,ND,50.60
8458,16,1.48,7.01,32.55,0.0287,2.0956,2.1097,0.57,0.3126,0.0320,0.0148,0.0152,2.9535,ND,0.0082,0.0042,0.0105,0.0009,0.0012,0.0146,0.0271,0.0013,0.0103,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,50.73
8459,16,1.75,7.32,32.66,ND,2.2697,2.2845,0.54,0.3002,0.0266,0.0126,0.0184,2.9388,ND,0.0071,0.0039,0.0041,0.0005,0.0009,0.0158,0.0216,0.0013,0.0096,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0018,ND,0.0010,ND,49.81
8459,16,1.36,7.45,32.38,ND,1.8940,2.1337,0.39,0.3960,0.0245,0.0135,0.0208,3.6360,ND,0.0097,0.0051,0.0030,0.0008,0.0015,0.0128,0.0259,0.0017,0.0133,0.0022,0.0004,ND,ND,ND,ND,ND,ND,0.0019,ND,ND,ND,50.23
8460,16,1.71,6.57,32.64,ND,1.1578,1.9797,0.86,0.3362,0.0245,0.0154,0.0137,2.6249,ND,0.0065,0.0042,0.0022,0.0005,0.0011,0.0137,0.0199,0.0016,0.0116,0.0022,ND,ND,ND,ND,ND,0.0013,ND,0.0017,ND,0.0014,ND,52.00
8460,16,1.62,7.12,33.55,ND,1.5408,2.0783,0.18,0.3589,0.0249,0.0139,0.0133,3.0184,ND,0.0079,0.0037,0.0041,0.0010,0.0010,0.0131,0.0181,0.0014,0.0116,0.0023,0.0003,ND,ND,ND,ND,ND,0.0005,0.0017,ND,0.0014,ND,50.42
8461,16,1.36,7.15,32.35,ND,1.6103,2.1036,0.25,0.3408,0.0335,0.0172,0.0142,3.0222,ND,0.0066,0.0035,0.0079,0.0010,0.0011,0.0147,0.0294,0.0013,0.0112,0.0022,ND,ND,ND,ND,ND,ND,0.0005,0.0019,ND,ND,ND,51.67
8461,16,1.32,6.93,34.62,ND,1.5725,2.1473,0.22,0.3191,0.0307,0.0163,0.0170,2.8030,ND,0.0061,0.0032,0.0100,0.0009,0.0013,0.0144,0.0260,0.0014,0.0104,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,49.93
8462,16,1.43,6.57,34.16,ND,1.4301,1.8658,0.26,0.3424,0.0189,0.0143,0.0156,2.8576,ND,0.0092,0.0048,0.0358,0.0008,0.0011,0.0121,0.0228,0.0016,0.0113,0.0020,ND,ND,ND,ND,ND,ND,0.0005,0.0015,ND,0.0012,ND,50.93
8462,16,1.81,6.85,34.34,ND,1.1596,2.0773,0.14,0.3014,0.0262,0.0135,0.0132,2.6079,ND,0.0077,0.0036,0.0180,0.0006,0.0011,0.0143,0.0215,0.0016,0.0099,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,50.57
8463,16,1.32,7.17,32.75,ND,1.6665,2.1539,ND,0.3571,0.0330,0.0170,0.0221,3.3478,ND,0.0106,0.0047,0.0214,0.0009,0.0016,0.0141,0.0199,0.0017,0.0115,0.0021,ND,ND,ND,ND,ND,ND,0.0005,0.0019,ND,0.0012,ND,51.07
8463,16,1.46,6.89,32.98,ND,1.5740,2.1160,ND,0.3097,0.0208,0.0139,0.0162,2.6456,ND,0.0082,0.0039,0.0093,0.0007,0.0009,0.0148,0.0288,0.0015,0.0100,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0017,ND,0.0010,ND,51.89
8464,16,1.49,6.81,31.77,ND,2.3054,2.0482,0.62,0.3090,0.0306,0.0118,0.0172,2.8181,ND,0.0065,0.0032,0.0052,0.0006,0.0007,0.0150,0.0229,0.0015,0.0100,0.0018,ND,ND,ND,0.0027,ND,0.0013,ND,0.0016,ND,0.0009,ND,51.70
8464,16,1.43,7.64,33.03,ND,1.7251,2.2084,0.02,0.3687,0.0235,0.0206,0.0120,3.1781,ND,0.0114,0.0053,0.0209,0.0012,0.0018,0.0131,0.0124,0.0013,0.0125,0.0023,ND,ND,ND,ND,ND,ND,0.0005,0.0019,ND,0.0011,ND,50.25
8465,16,1.44,7.41,31.56,ND,2.4324,2.2654,0.74,0.3301,0.0298,0.0206,0.0148,3.2568,ND,0.0073,0.0048,0.0110,0.0013,0.0018,0.0155,0.0255,0.0010,0.0108,0.0021,0.0003,ND,ND,ND,ND,ND,0.0005,0.0013,ND,ND,ND,50.42
8465,16,1.64,7.54,32.20,ND,1.3148,2.2079,0.65,0.3498,0.0352,0.0162,0.0132,2.7931,ND,0.0078,0.0044,0.0173,0.0006,0.0009,0.0143,0.0175,0.0014,0.0127,0.0023,ND,ND,ND,ND,ND,ND,0.0007,0.0014,ND,ND,ND,51.16
8466,16,1.10,5.30,26.79,ND,2.4608,1.4210,8.12,0.3080,0.0265,0.0181,0.0136,2.5499,ND,0.0086,0.0042,0.0103,0.0008,0.0015,0.0096,0.0248,0.0016,0.0100,0.0019,0.0006,ND,ND,ND,ND,ND,ND,0.0014,ND,0.0010,ND,51.82
8466,16,1.48,1.99,19.59,ND,0.5969,0.2110,24.74,0.1075,0.0177,0.0093,0.0139,1.8165,ND,0.0035,0.0021,0.0024,0.0005,0.0005,0.0023,0.0403,0.0015,0.0032,ND,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,ND,ND,49.37
8467,16,1.06,1.40,17.38,ND,0.3185,0.1321,27.24,0.0839,0.0155,0.0077,0.0158,1.4641,ND,0.0018,0.0016,0.0016,0.0003,0.0004,0.0018,0.0389,0.0012,0.0028,0.0006,ND,ND,ND,ND,ND,ND,ND,0.0007,ND,ND,ND,50.82
8467,16,1.84,1.42,13.90,ND,0.5171,0.1087,29.54,0.0882,0.0164,0.0070,0.0183,1.7406,ND,0.0018,0.0016,0.0018,0.0003,0.0004,0.0018,0.0451,0.0010,0.0030,ND,ND,ND,ND,ND,ND,ND,ND,0.0007,ND,ND,ND,50.76
8468,16,1.38,1.52,13.64,0.0398,0.4822,0.1487,31.13,0.1115,0.0124,0.0087,0.0152,1.9899,ND,0.0020,0.0018,0.0017,0.0004,0.0004,0.0018,0.0436,0.0013,0.0031,ND,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,0.0011,ND,49.46
8468,16,1.31,1.08,9.03,ND,0.3053,0.0570,35.71,0.0762,0.0138,0.0075,0.0154,1.1106,ND,ND,ND,0.0023,ND,0.0004,0.0009,0.0436,0.0011,0.0021,ND,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,ND,ND,51.24
8469,16,1.35,0.23,2.67,ND,0.1567,ND,44.03,0.0669,0.0193,ND,0.0131,0.4144,ND,ND,ND,0.0020,0.0004,ND,ND,0.0284,0.0004,0.0009,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,51.01
8469,16,0.90,0.20,11.04,ND,0.0725,ND,35.74,0.0512,0.0187,0.0065,0.0233,1.6560,ND,ND,0.0010,0.0009,0.0004,ND,ND,0.0569,0.0023,0.0014,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0016,ND,50.22
8470,16,1.66,8.46,28.80,ND,2.3867,2.5821,0.56,0.4479,0.0318,0.0202,0.0185,3.0688,ND,0.0164,0.0064,0.0278,0.0009,0.0020,0.0161,0.0245,0.0019,0.0141,0.0023,ND,ND,ND,ND,ND,ND,0.0006,0.0018,ND,0.0013,ND,51.85
8470,16,1.37,8.33,29.08,ND,2.3012,2.5526,0.34,0.3986,0.0287,0.0195,0.0181,3.2086,ND,0.0131,0.0058,0.0546,0.0009,0.0022,0.0167,0.0227,0.0018,0.0132,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0024,ND,ND,ND,52.23
8471,16,1.60,8.55,29.65,ND,1.9823,2.5553,0.30,0.3924,0.0352,0.0256,0.0166,2.9067,ND,0.0131,0.0046,0.0238,0.0010,0.0019,0.0161,0.0250,0.0021,0.0132,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0021,ND,0.0012,ND,51.88
8471,16,1.30,4.48,20.97,ND,1.5885,0.9761,14.67,0.4210,0.0236,0.0189,0.0229,2.7081,ND,0.0084,0.0043,0.0040,0.0007,0.0008,0.0115,0.0301,0.0020,0.0122,0.0024,ND,ND,ND,ND,ND,0.0019,ND,0.0014,ND,0.0013,0.0007,52.75
8472,16,1.04,6.09,27.36,ND,1.9622,1.6134,7.88,0.3489,0.0326,0.0124,0.0159,2.2677,ND,0.0067,0.0035,0.0065,0.0005,0.0006,0.0121,0.0333,0.0022,0.0114,0.0021,ND,ND,ND,ND,ND,0.0012,ND,0.0012,ND,ND,ND,51.31
8472,16,2.12,6.93,26.53,0.0366,3.9661,1.8364,2.07,0.3966,0.0247,0.0141,0.0149,2.8021,ND,0.0094,0.0048,0.0059,0.0009,0.0010,0.0136,0.0399,0.0027,0.0150,0.0028,ND,ND,ND,ND,ND,ND,0.0006,0.0019,ND,0.0013,ND,53.16
8473,16,1.27,7.14,27.60,ND,3.9278,2.1667,2.26,0.3796,0.0243,0.0132,0.0169,2.7996,ND,0.0084,0.0039,0.0085,0.0006,0.0009,0.0149,0.0319,0.0020,0.0123,0.0022,ND,ND,ND,ND,ND,ND,ND,0.0020,ND,ND,ND,52.31
8473,16,1.51,7.38,28.69,ND,2.8148,2.2764,1.59,0.3842,0.0334,0.0163,0.0189,3.5875,ND,0.0103,0.0045,0.0087,0.0008,0.0013,0.0147,0.0176,0.0021,0.0132,0.0026,ND,ND,ND,ND,ND,ND,0.0008,0.0021,ND,ND,ND,51.61
8474,16,1.72,8.10,30.08,ND,2.5028,2.4150,0.93,0.4070,0.0327,0.0142,0.0168,3.4797,ND,0.0101,0.0041,0.0059,0.0006,0.0011,0.0152,0.0349,0.0020,0.0135,0.0026,ND,ND,ND,ND,ND,ND,0.0005,0.0021,ND,ND,ND,50.21
8474,16,2.72,2.40,15.62,ND,0.3922,0.3353,22.50,0.1338,0.0200,0.0096,0.0365,3.8313,ND,ND,0.0019,0.0010,0.0003,0.0002,0.0033,0.0326,0.0017,0.0041,0.0006,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,51.96
8475,16,4.26,1.77,11.75,ND,0.3277,0.2143,24.17,0.0982,0.0182,ND,0.0584,5.8874,ND,ND,0.0010,0.0009,0.0004,0.0003,0.0018,0.0370,0.0014,0.0031,0.0006,ND,ND,ND,ND,ND,ND,0.0007,ND,ND,ND,ND,51.40
8475,16,4.93,1.71,8.88,ND,0.3574,0.1705,24.05,0.0956,0.0175,0.0062,0.0563,5.0377,ND,0.0016,0.0011,0.0011,ND,0.0003,0.0021,0.0402,0.0009,0.0032,ND,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,ND,ND,54.64
8476,16,4.88,1.18,6.58,ND,0.2404,0.0875,26.77,0.0875,0.0314,ND,0.0585,5.3643,ND,0.0017,0.0012,0.0010,ND,ND,0.0012,0.1379,0.0007,0.0044,ND,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,0.0015,ND,54.57
8476,16,4.62,1.26,6.74,ND,0.1922,0.0809,30.37,0.0887,0.0159,ND,0.0515,4.3626,ND,ND,0.0017,0.0011,0.0004,0.0002,0.0011,0.0356,0.0009,0.0022,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,52.16
8477,16,4.76,1.34,8.65,ND,0.2716,0.1111,26.15,0.0860,ND,ND,0.0518,4.9377,ND,ND,0.0010,0.0011,0.0004,0.0003,0.0015,0.0361,0.0008,0.0026,0.0006,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,53.59
8477,16,2.47,0.95,6.15,ND,0.1563,0.0196,34.89,0.0735,0.0145,ND,0.0235,1.5511,ND,ND,ND,0.0020,ND,0.0003,0.0008,0.0288,0.0011,0.0018,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,53.66
8478,16,2.35,2.02,14.88,ND,0.4354,0.2630,23.05,0.1323,0.0204,ND,0.0266,2.6432,ND,0.0019,0.0012,0.0015,ND,0.0003,0.0032,0.0373,0.0015,0.0044,0.0006,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,ND,ND,54.13
8478,16,1.78,2.70,18.72,ND,0.3601,0.3699,24.47,0.1373,0.0182,0.0078,0.0125,1.3059,ND,0.0017,0.0012,0.0012,ND,0.0003,0.0038,0.0316,0.0015,0.0038,0.0008,ND,ND,ND,ND,ND,0.0013,ND,0.0009,ND,0.0011,ND,50.07
8479,16,1.40,8.24,29.72,ND,1.9983,2.6454,0.10,0.3736,0.0369,0.0124,0.0184,2.8427,ND,0.0057,0.0034,0.0065,ND,0.0007,0.0194,0.0400,0.0016,0.0115,0.0021,ND,ND,ND,ND,ND,0.0011,ND,0.0020,ND,ND,ND,52.52
8479,16,1.49,7.87,29.69,ND,2.0992,2.4752,0.50,0.3972,0.0345,0.0109,0.0222,2.7356,ND,0.0071,0.0038,0.0164,0.0007,0.0007,0.0176,0.0269,0.0023,0.0126,0.0026,ND,ND,ND,ND,ND,ND,0.0008,0.0017,ND,0.0015,ND,52.57
8480,16,1.43,7.53,29.41,ND,3.0493,2.4444,0.53,0.3549,0.0338,0.0130,0.0260,3.3800,ND,0.0065,0.0035,0.0199,0.0011,0.0008,0.0171,0.0358,0.0023,0.0119,0.0024,ND,ND,ND,ND,ND,ND,0.0005,0.0019,ND,0.0012,ND,51.70
8480,16,1.31,7.38,31.82,ND,2.3507,2.1268,ND,0.3511,0.0268,0.0239,0.0140,3.9400,ND,0.0111,0.0043,0.0148,0.0018,0.0018,0.0140,0.0237,0.0019,0.0124,0.0021,0.0015,ND,ND,ND,ND,ND,ND,0.0020,ND,0.0010,ND,50.57
8481,16,1.63,7.36,31.44,ND,2.3020,2.2942,0.28,0.3397,0.0274,0.0124,0.0211,2.7203,ND,0.0065,0.0031,0.0094,0.0010,0.0007,0.0163,0.0357,0.0019,0.0110,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0013,ND,51.48
8481,16,1.31,7.44,31.47,ND,1.8410,2.3455,0.26,0.3499,0.0345,0.0107,0.0164,2.8304,ND,0.0054,0.0030,0.0288,0.0007,0.0008,0.0165,0.0304,0.0021,0.0113,0.0022,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0011,ND,51.98
8482,16,1.69,8.06,30.59,ND,2.4311,2.2939,0.30,0.4294,0.0241,0.0143,0.0196,3.6506,ND,0.0109,0.0042,0.0025,0.0008,0.0009,0.0141,0.0253,0.0021,0.0141,0.0024,0.0005,ND,ND,ND,ND,ND,0.0005,0.0023,ND,0.0011,ND,50.42
8482,16,1.76,8.19,31.96,ND,1.7114,2.4973,0.03,0.3980,0.0261,0.0164,0.0193,3.2525,ND,0.0074,0.0041,0.0135,0.0007,0.0007,0.0153,0.0360,0.0024,0.0130,0.0024,0.0004,ND,ND,ND,ND,ND,0.0005,0.0016,ND,ND,ND,50.04
8483,16,1.65,7.44,30.57,ND,2.3314,2.3592,0.69,0.3528,0.0260,0.0108,0.0240,2.7907,ND,0.0053,0.0026,0.0111,0.0005,0.0005,0.0168,0.0292,0.0020,0.0111,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0018,ND,0.0011,ND,51.67
8483,16,1.33,7.69,28.68,ND,2.9613,2.2700,1.13,0.3757,0.0231,0.0131,0.0219,3.3554,ND,0.0102,0.0036,0.0136,0.0008,0.0009,0.0154,0.0352,0.0026,0.0128,0.0025,ND,ND,ND,ND,ND,ND,0.0006,0.0016,ND,ND,ND,52.04
8484,16,1.69,6.69,27.70,ND,3.9108,2.1271,1.60,0.3269,0.0349,0.0107,0.0247,2.6513,ND,0.0066,0.0031,0.0145,0.0005,0.0004,0.0167,0.0323,0.0028,0.0111,0.0019,ND,ND,ND,ND,ND,ND,0.0006,0.0017,ND,ND,ND,53.14
8484,16,1.57,7.49,31.35,ND,2.2790,2.3524,0.25,0.3832,0.0251,0.0138,0.0330,3.2117,ND,0.0072,0.0039,0.0072,0.0006,0.0015,0.0166,0.0348,0.0024,0.0121,0.0024,0.0012,ND,ND,ND,ND,0.0014,ND,0.0022,ND,ND,ND,50.95
8485,16,1.44,0.76,18.95,ND,0.5609,ND,26.52,0.0464,ND,0.0051,0.0226,1.2647,ND,ND,ND,0.0010,ND,ND,0.0002,0.0371,0.0022,0.0015,ND,ND,ND,ND,ND,ND,ND,0.0006,0.0007,ND,0.0012,ND,50.38
8485,16,1.75,7.41,29.37,ND,2.6634,2.4489,1.39,0.3436,0.0284,0.0120,0.0168,2.9111,ND,0.0033,0.0028,0.0029,0.0005,0.0005,0.0184,0.0335,0.0025,0.0113,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0017,ND,0.0011,ND,51.57
8486,16,1.26,7.16,27.43,ND,2.1094,2.1088,1.67,0.3819,0.0288,0.0086,0.0225,3.7668,ND,0.0055,0.0034,0.0031,0.0008,0.0007,0.0140,0.0289,0.0026,0.0150,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0020,ND,0.0019,ND,53.97
8486,16,1.42,7.29,27.45,ND,2.9462,2.3242,1.34,0.3527,0.0311,0.0107,0.0307,3.2598,ND,0.0056,0.0028,0.0114,0.0007,0.0006,0.0177,0.0295,0.0025,0.0119,0.0023,ND,ND,ND,ND,ND,ND,0.0006,0.0018,ND,ND,ND,53.45
